"","PEARNVAL","A_AGE","PRDTRACE","A_SEX","A_HGA","A_MARITL","PEHSPNON","MIG_DIV","A_USLHRS","A_CLSWKR","A_MJIND","A_MJOCC","MOOP","HEAbin","earnbin"
"149217",22500,18,"Black only","female","Some college but no degree","Never married","No","mountain",40,"Private","Financial activities","Sales and related occupations",250,"Good","0"
"41764",50000,52,"White only","male","Some college but no degree","Divorced","No","east north central",38,"Private","Construction","Installation, maintenance, and repair occupations",3160,"Good","0"
"34441",20000,53,"White only","female","Associate degree in college - occupation/vocation program","Divorced","No","east north central",30,"Private","Manufacturing","Production occupations",420,"Good","0"
"147353",30000,23,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","mountain",40,"Private","Manufacturing","Production occupations",325,"Good","0"
"76606",62000,28,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","south atlantic",40,"Private","Construction","Sales and related occupations",4100,"Good","1"
"48781",40000,55,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","west north central",36,"Private","Educational and health services","Professional and related occupations",7350,"Good","0"
"166449",60000,54,"Asian only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","pacific",10,"Self-employed","Educational and health services","Professional and related occupations",800,"Good","0"
"4887",79000,60,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","new england",40,"Government","Educational and health services","Professional and related occupations",6800,"Good","1"
"44497",47000,23,"Asian only","male","Some college but no degree","Never married","No","east north central",20,"Private","Leisure and hospitality","Service occupations",170,"Good","0"
"164731",24000,21,"White only","female","Some college but no degree","Married - AF spouse present","Yes","pacific",40,"Private","Wholesale and retail trade","Sales and related occupations",2400,"Good","0"
"70515",30000,33,"White only","male","5th or 6th grade","Never married","Yes","south atlantic",40,"Private","Construction","Construction and extraction occupations",60,"Good","0"
"78355",22000,34,"Black only","female","Associate degree in college - occupation/vocation program","Never married","No","south atlantic",4,"Private","Educational and health services","Service occupations",125,"Good","0"
"26910",73000,56,"White only","female","Associate degree in college - academic program","Divorced","No","middle atlantic",40,"Private","Professional and business services","Professional and related occupations",2300,"Good","1"
"139226",45000,33,"White only","male","Associate degree in college - academic program","Married - civilian spouse present","Yes","mountain",40,"Private","Educational and health services","Service occupations",0,"Good","0"
"163341",19728,23,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","Yes","pacific",30,"Private","Leisure and hospitality","Service occupations",500,"Good","0"
"95736",25000,21,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","east south central",40,"Private","Professional and business services","Service occupations",9040,"Good","0"
"117556",15000,50,"White only","female","Some college but no degree","Married - civilian spouse present","No","west south central",30,"Private","Other services","Service occupations",525,"Good","0"
"138219",3000,62,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",2,"Private","Wholesale and retail trade","Office and administrative support occupations",100,"Bad","0"
"167590",72000,62,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","pacific",40,"Private","Transportation and utilities","Office and administrative support occupations",500,"Good","1"
"126272",25000,28,"White only","female","Associate degree in college - occupation/vocation program","Never married","Yes","west south central",40,"Private","Professional and business services","Professional and related occupations",0,"Good","0"
"77730",85000,54,"Black only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","south atlantic",40,"Self-employed","Professional and business services","Management, business, and financial occupations",2701,"Good","1"
"122392",20000,23,"White only","male","10th grade","Married - civilian spouse present","Yes","south atlantic",40,"Private","Construction","Construction and extraction occupations",3050,"Good","0"
"20301",62000,50,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","middle atlantic",40,"Private","Transportation and utilities","Installation, maintenance, and repair occupations",2225,"Good","1"
"37233",40000,42,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","east north central",40,"Private","Professional and business services","Office and administrative support occupations",2500,"Good","0"
"50819",48000,64,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west north central",40,"Private","Construction","Transportation and material moving occupations",100,"Good","0"
"5597",27000,60,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","new england",32,"Private","Educational and health services","Service occupations",4100,"Good","0"
"81490",40000,41,"White only","female","Associate degree in college - occupation/vocation program","Married - spouse absent (exc.separated)","No","south atlantic",42,"Private","Wholesale and retail trade","Sales and related occupations",2700,"Good","0"
"27408",100000,56,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","middle atlantic",40,"Private","Financial activities","Management, business, and financial occupations",100,"Good","1"
"151544",36000,22,"Black only","female","Associate degree in college - academic program","Never married","No","pacific",40,"Private","Wholesale and retail trade","Office and administrative support occupations",230,"Good","0"
"90418",37002,54,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","Yes","south atlantic",40,"Private","Other services","Installation, maintenance, and repair occupations",700,"Good","0"
"90793",58000,34,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","south atlantic",40,"Private","Transportation and utilities","Professional and related occupations",14200,"Good","0"
"32849",1600,52,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",20,"Private","Wholesale and retail trade","Sales and related occupations",2750,"Good","0"
"72326",60000,58,"White only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","south atlantic",40,"Private","Financial activities","Management, business, and financial occupations",8376,"Good","0"
"99094",32000,39,"White only","male","9th grade","Married - civilian spouse present","Yes","east south central",40,"Private","Construction","Construction and extraction occupations",700,"Good","0"
"46949",85104,55,"White only","female","Associate degree in college - occupation/vocation program","Divorced","No","west north central",40,"Government","Public administration","Professional and related occupations",6800,"Good","1"
"18993",54000,32,"Black only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","middle atlantic",65,"Private","Educational and health services","Professional and related occupations",220,"Good","0"
"147434",40000,20,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","mountain",40,"Private","Educational and health services","Office and administrative support occupations",7510,"Good","0"
"12553",5075,67,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","middle atlantic",21,"Private","Educational and health services","Service occupations",500,"Good","0"
"129653",14000,39,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",9,"Private","Professional and business services","Construction and extraction occupations",225,"Good","0"
"91919",28550,57,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","south atlantic",50,"Private","Leisure and hospitality","Management, business, and financial occupations",0,"Good","0"
"24612",20000,66,"Asian only","female","10th grade","Married - spouse absent (exc.separated)","No","middle atlantic",23,"Private","Wholesale and retail trade","Production occupations",0,"Good","0"
"66862",25000,40,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","south atlantic",25,"Private","Information","Professional and related occupations",3050,"Good","0"
"171309",40000,42,"White-Asian","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - spouse absent (exc.separated)","No","pacific",20,"Self-employed","Educational and health services","Professional and related occupations",3200,"Good","0"
"45834",46000,34,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",40,"Private","Leisure and hospitality","Management, business, and financial occupations",1900,"Good","0"
"67012",89002,31,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - spouse absent (exc.separated)","No","south atlantic",40,"Private","Educational and health services","Professional and related occupations",2550,"Good","1"
"55457",21000,25,"American Indian, Alaskan Native only (AI)","female","Some college but no degree","Never married","No","west north central",40,"Government","Leisure and hospitality","Service occupations",0,"Good","0"
"19058",45000,20,"Black only","male","Some college but no degree","Never married","No","middle atlantic",40,"Private","Professional and business services","Service occupations",400,"Good","0"
"43697",42000,27,"White only","male","Some college but no degree","Never married","No","east north central",40,"Private","Other services","Installation, maintenance, and repair occupations",2000,"Good","0"
"60492",100000,35,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","west north central",45,"Private","Professional and business services","Management, business, and financial occupations",10500,"Good","1"
"3125",84000,30,"White only","male","Some college but no degree","Married - civilian spouse present","No","new england",45,"Private","Professional and business services","Production occupations",7100,"Good","1"
"147921",58000,48,"Others","male","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Government","Public administration","Installation, maintenance, and repair occupations",4600,"Good","0"
"128436",22000,26,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","mountain",35,"Private","Financial activities","Management, business, and financial occupations",544,"Good","0"
"21551",150000,44,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","middle atlantic",60,"Private","Financial activities","Management, business, and financial occupations",11380,"Good","1"
"95977",100000,54,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","east south central",50,"Private","Professional and business services","Sales and related occupations",0,"Good","1"
"145644",47000,45,"White only","female","Some college but no degree","Married - civilian spouse present","No","mountain",50,"Private","Leisure and hospitality","Management, business, and financial occupations",8100,"Good","0"
"92475",24000,26,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","south atlantic",35,"Private","Other services","Office and administrative support occupations",1400,"Good","0"
"108373",62000,50,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","west south central",60,"Government","Educational and health services","Professional and related occupations",10000,"Good","1"
"153462",119000,46,"Black only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","pacific",40,"Private","Professional and business services","Professional and related occupations",2600,"Good","1"
"144633",57000,46,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","Yes","mountain",30,"Government","Educational and health services","Professional and related occupations",3875,"Good","0"
"162021",15000,54,"White only","female","5th or 6th grade","Married - civilian spouse present","Yes","pacific",20,"Private","Leisure and hospitality","Service occupations",1300,"Bad","0"
"19379",36000,45,"White only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","middle atlantic",40,"Private","Wholesale and retail trade","Management, business, and financial occupations",1500,"Good","0"
"43626",95000,57,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","east north central",50,"Private","Manufacturing","Management, business, and financial occupations",3230,"Good","1"
"42306",70000,47,"Black only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","east north central",40,"Government","Educational and health services","Professional and related occupations",3300,"Good","1"
"60290",26500,47,"White only","male","Associate degree in college - occupation/vocation program","Divorced","No","west north central",40,"Private","Construction","Construction and extraction occupations",1150,"Good","0"
"109807",55000,42,"Black only","male","High school graduate - high school diploma or equivalent","Widowed","No","west south central",40,"Private","Wholesale and retail trade","Construction and extraction occupations",0,"Good","0"
"138432",115000,35,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",55,"Self-employed","Leisure and hospitality","Management, business, and financial occupations",1150,"Good","1"
"87464",35000,51,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","south atlantic",40,"Government","Educational and health services","Installation, maintenance, and repair occupations",12,"Good","0"
"154850",53600,68,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Divorced","No","pacific",47,"Private","Educational and health services","Management, business, and financial occupations",650,"Good","0"
"98731",100000,70,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east south central",18,"Private","Professional and business services","Office and administrative support occupations",1950,"Good","1"
"72163",80000,52,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","south atlantic",50,"Private","Leisure and hospitality","Management, business, and financial occupations",11284,"Good","1"
"106368",20000,48,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","east south central",40,"Private","Wholesale and retail trade","Sales and related occupations",625,"Good","0"
"26054",9360,22,"White only","male","High school graduate - high school diploma or equivalent","Never married","Yes","middle atlantic",40,"Private","Construction","Construction and extraction occupations",0,"Good","0"
"80739",42960,28,"White only","female","Associate degree in college - academic program","Never married","No","south atlantic",40,"Private","Financial activities","Sales and related occupations",3900,"Good","0"
"62361",225000,41,"White only","male","Associate degree in college - academic program","Married - civilian spouse present","No","south atlantic",55,"Private","Manufacturing","Sales and related occupations",200,"Good","1"
"110384",6000,27,"White only","female","Some college but no degree","Married - civilian spouse present","No","west south central",25,"Private","Professional and business services","Office and administrative support occupations",2600,"Good","0"
"6290",27000,31,"Asian only","female","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","new england",40,"Private","Professional and business services","Professional and related occupations",250,"Good","0"
"20104",62000,62,"White only","male","Some college but no degree","Married - civilian spouse present","No","middle atlantic",40,"Private","Professional and business services","Management, business, and financial occupations",2100,"Good","1"
"22316",25000,28,"White only","female","Some college but no degree","Never married","Yes","middle atlantic",40,"Private","Manufacturing","Production occupations",3450,"Good","0"
"76747",27000,36,"White only","female","Associate degree in college - academic program","Married - civilian spouse present","No","south atlantic",40,"Private","Educational and health services","Professional and related occupations",960,"Good","0"
"27332",9000,18,"White only","female","11th grade","Never married","No","middle atlantic",40,"Private","Other services","Professional and related occupations",100,"Good","0"
"153549",75000,43,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","pacific",40,"Private","Other services","Installation, maintenance, and repair occupations",595,"Good","1"
"81654",22000,60,"White only","male","7th and 8th grade","Never married","No","south atlantic",40,"Private","Other services","Production occupations",0,"Good","0"
"71444",25000,34,"White only","female","High school graduate - high school diploma or equivalent","Divorced","No","south atlantic",60,"Private","Professional and business services","Office and administrative support occupations",0,"Good","0"
"111918",20000,49,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west south central",45,"Self-employed","Construction","Construction and extraction occupations",0,"Good","0"
"116134",18000,33,"White only","male","Some college but no degree","Divorced","No","west south central",40,"Self-employed","Construction","Construction and extraction occupations",1050,"Good","0"
"22842",6864,69,"White only","female","Some college but no degree","Married - civilian spouse present","Yes","middle atlantic",32,"Government","Educational and health services","Service occupations",800,"Bad","0"
"86660",20000,60,"Black only","male","High school graduate - high school diploma or equivalent","Divorced","No","south atlantic",40,"Private","Manufacturing","Transportation and material moving occupations",1200,"Good","0"
"147650",67000,56,"White only","female","Some college but no degree","Married - civilian spouse present","No","mountain",48,"Private","Manufacturing","Management, business, and financial occupations",4200,"Good","1"
"32847",35000,62,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","east north central",40,"Private","Manufacturing","Office and administrative support occupations",2560,"Good","0"
"152137",65000,34,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","pacific",40,"Private","Wholesale and retail trade","Professional and related occupations",650,"Good","1"
"45198",39996,29,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",40,"Government","Educational and health services","Professional and related occupations",4774,"Good","0"
"150872",15000,38,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Divorced","No","pacific",40,"Government","Educational and health services","Professional and related occupations",0,"Good","0"
"134491",52000,43,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","mountain",45,"Government","Educational and health services","Professional and related occupations",4100,"Good","0"
"64225",14000,18,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","south atlantic",40,"Private","Wholesale and retail trade","Production occupations",200,"Good","0"
"155214",23000,25,"White only","female","Some college but no degree","Married - civilian spouse present","Yes","pacific",32,"Private","Educational and health services","Service occupations",150,"Good","0"
"162996",17000,47,"Black only","female","Some college but no degree","Never married","No","pacific",40,"Private","Information","Management, business, and financial occupations",310,"Good","0"
"160648",60000,33,"White only","male","12th grade no diploma","Never married","Yes","pacific",40,"Private","Manufacturing","Production occupations",0,"Good","0"
"150088",38126,62,"White only","female","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Private","Leisure and hospitality","Office and administrative support occupations",1098,"Good","0"
"141707",5000,33,"White only","female","7th and 8th grade","Never married","Yes","mountain",15,"Private","Professional and business services","Service occupations",0,"Good","0"
"37890",200000,63,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",40,"Private","Professional and business services","Sales and related occupations",1200,"Good","1"
"38657",55000,25,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","Yes","east north central",33,"Private","Leisure and hospitality","Management, business, and financial occupations",300,"Good","0"
"179141",50000,75,"Asian only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","pacific",40,"Government","Educational and health services","Office and administrative support occupations",1300,"Good","0"
"134869",30000,42,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","mountain",40,"Private","Wholesale and retail trade","Sales and related occupations",50,"Good","0"
"63808",144000,48,"White only","male","Some college but no degree","Married - civilian spouse present","No","south atlantic",45,"Private","Wholesale and retail trade","Management, business, and financial occupations",1885,"Good","1"
"95745",25000,61,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east south central",15,"Self-employed","Professional and business services","Professional and related occupations",1000,"Good","0"
"92632",45000,65,"Black only","female","Some college but no degree","Married - civilian spouse present","No","south atlantic",40,"Private","Educational and health services","Professional and related occupations",1200,"Good","0"
"41259",46500,30,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","east north central",50,"Private","Educational and health services","Professional and related occupations",500,"Good","0"
"71367",10000,18,"Black only","male","High school graduate - high school diploma or equivalent","Never married","No","south atlantic",6,"Private","Wholesale and retail trade","Sales and related occupations",0,"Good","0"
"118069",24000,31,"White only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","west south central",72,"Government","Public administration","Professional and related occupations",1250,"Good","0"
"83427",19000,48,"White only","male","5th or 6th grade","Married - spouse absent (exc.separated)","Yes","south atlantic",40,"Private","Construction","Construction and extraction occupations",100,"Good","0"
"133178",35000,38,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","mountain",45,"Private","Manufacturing","Transportation and material moving occupations",3900,"Good","0"
"20922",75000,39,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","Yes","middle atlantic",40,"Private","Financial activities","Professional and related occupations",5150,"Good","1"
"31889",57000,23,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","east north central",40,"Private","Agriculture, forestry,fishing, and hunting","Farming, fishing, and forestry occupations",250,"Good","0"
"135714",60000,49,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","mountain",40,"Government","Educational and health services","Professional and related occupations",3000,"Good","0"
"160885",60000,37,"White-AI","male","Some college but no degree","Never married","Yes","pacific",35,"Private","Other services","Management, business, and financial occupations",150,"Good","0"
"68800",20542,43,"White only","male","Some college but no degree","Divorced","No","south atlantic",60,"Private","Wholesale and retail trade","Installation, maintenance, and repair occupations",5205,"Good","0"
"19432",99984,57,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","middle atlantic",40,"Private","Construction","Construction and extraction occupations",400,"Good","1"
"13422",25000,33,"Asian only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","middle atlantic",40,"Private","Educational and health services","Office and administrative support occupations",2100,"Good","0"
"152254",97000,26,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","pacific",50,"Private","Professional and business services","Management, business, and financial occupations",280,"Good","1"
"27598",10000,45,"White only","female","Associate degree in college - occupation/vocation program","Separated","No","middle atlantic",65,"Self-employed","Wholesale and retail trade","Installation, maintenance, and repair occupations",3000,"Good","0"
"22571",180000,42,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","middle atlantic",40,"Self-employed","Financial activities","Management, business, and financial occupations",400,"Good","1"
"38565",97593,55,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","east north central",50,"Private","Financial activities","Management, business, and financial occupations",4350,"Good","1"
"115279",45000,48,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","west south central",45,"Government","Educational and health services","Professional and related occupations",13450,"Good","0"
"171067",90000,33,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Separated","No","pacific",45,"Private","Professional and business services","Professional and related occupations",1370,"Good","1"
"159413",56000,32,"Asian only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","pacific",40,"Private","Professional and business services","Management, business, and financial occupations",200,"Good","0"
"1445",10000,44,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","new england",8,"Self-employed","Other services","Service occupations",600,"Good","0"
"171123",120000,29,"White only","male","Some college but no degree","Never married","Yes","pacific",50,"Private","Manufacturing","Construction and extraction occupations",1040,"Good","1"
"116071",54000,40,"Black only","female","Bachelor's degree (for example: BA,AB,BS)","Married - spouse absent (exc.separated)","No","west south central",40,"Private","Financial activities","Office and administrative support occupations",150,"Good","0"
"45648",75000,46,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Divorced","No","east north central",50,"Private","Educational and health services","Professional and related occupations",2877,"Good","1"
"138981",1200,21,"White only","female","Some college but no degree","Never married","Yes","mountain",8,"Private","Wholesale and retail trade","Sales and related occupations",0,"Good","0"
"29790",60000,30,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",45,"Private","Manufacturing","Management, business, and financial occupations",3500,"Good","0"
"90723",20000,41,"White only","female","Associate degree in college - academic program","Married - civilian spouse present","No","south atlantic",39,"Private","Leisure and hospitality","Service occupations",820,"Good","0"
"116300",55000,52,"White only","male","Some college but no degree","Never married","Yes","west south central",40,"Private","Construction","Construction and extraction occupations",5178,"Good","0"
"168733",50000,30,"White only","male","Associate degree in college - academic program","Separated","Yes","pacific",40,"Private","Educational and health services","Management, business, and financial occupations",500,"Good","0"
"150755",72000,46,"White only","male","High school graduate - high school diploma or equivalent","Divorced","No","mountain",40,"Private","Construction","Construction and extraction occupations",2050,"Good","1"
"71782",37002,79,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","south atlantic",20,"Self-employed","Professional and business services","Office and administrative support occupations",100,"Good","0"
"79255",150000,56,"Asian only","male","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","No","south atlantic",40,"Private","Educational and health services","Professional and related occupations",475,"Good","1"
"156215",75000,38,"White only","female","Some college but no degree","Never married","No","pacific",60,"Government","Public administration","Production occupations",1500,"Bad","1"
"165388",77000,45,"White only","male","10th grade","Married - civilian spouse present","No","pacific",40,"Private","Agriculture, forestry,fishing, and hunting","Management, business, and financial occupations",980,"Good","1"
"135378",30002,50,"White only","male","11th grade","Married - civilian spouse present","Yes","mountain",30,"Private","Construction","Construction and extraction occupations",3814,"Good","0"
"68833",50000,37,"Black only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","south atlantic",40,"Private","Wholesale and retail trade","Transportation and material moving occupations",300,"Good","0"
"59455",36000,23,"White-Black","male","Some college but no degree","Never married","No","west north central",40,"Private","Manufacturing","Production occupations",0,"Good","0"
"104696",60000,45,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","east south central",50,"Government","Educational and health services","Professional and related occupations",1540,"Good","0"
"166832",30000,26,"Black only","male","High school graduate - high school diploma or equivalent","Never married","No","pacific",40,"Private","Manufacturing","Production occupations",70,"Good","0"
"83584",50000,60,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","south atlantic",40,"Government","Educational and health services","Transportation and material moving occupations",1500,"Good","0"
"158200",21000,78,"Black only","male","Some college but no degree","Never married","Yes","pacific",40,"Private","Manufacturing","Production occupations",200,"Good","0"
"94370",33000,59,"White only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","Yes","south atlantic",40,"Private","Professional and business services","Office and administrative support occupations",5200,"Good","0"
"7892",12000,38,"White only","male","7th and 8th grade","Never married","Yes","new england",40,"Private","Construction","Construction and extraction occupations",60,"Good","0"
"7683",52002,30,"White only","female","Doctorate degree (for example: PHD,EDD)","Never married","No","new england",55,"Private","Educational and health services","Professional and related occupations",3450,"Good","0"
"45197",25000,29,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",40,"Private","Educational and health services","Service occupations",150,"Good","0"
"15672",48000,60,"White only","female","High school graduate - high school diploma or equivalent","Widowed","No","middle atlantic",40,"Private","Professional and business services","Office and administrative support occupations",3200,"Good","0"
"6199",86000,60,"Asian only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","new england",40,"Private","Educational and health services","Management, business, and financial occupations",6100,"Good","1"
"1526",25000,28,"White only","female","High school graduate - high school diploma or equivalent","Divorced","No","new england",40,"Private","Wholesale and retail trade","Office and administrative support occupations",1548,"Good","0"
"143494",23000,33,"White only","female","Associate degree in college - academic program","Married - civilian spouse present","Yes","mountain",40,"Private","Other services","Office and administrative support occupations",270,"Good","0"
"49425",26000,39,"White only","male","9th grade","Married - civilian spouse present","Yes","west north central",40,"Private","Leisure and hospitality","Service occupations",60,"Good","0"
"172571",280000,30,"White only","female","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Never married","No","pacific",50,"Private","Professional and business services","Professional and related occupations",800,"Good","1"
"117907",50000,49,"Asian only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west south central",40,"Private","Manufacturing","Production occupations",3300,"Good","0"
"152274",2000,37,"White only","female","Some college but no degree","Divorced","No","pacific",45,"Private","Professional and business services","Professional and related occupations",900,"Good","0"
"19877",52000,47,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","middle atlantic",40,"Private","Construction","Construction and extraction occupations",7660,"Good","0"
"46210",12000,59,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west north central",34,"Private","Leisure and hospitality","Service occupations",10165,"Good","0"
"129706",52000,53,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",45,"Private","Leisure and hospitality","Installation, maintenance, and repair occupations",2200,"Good","0"
"115468",22000,58,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west south central",40,"Private","Educational and health services","Service occupations",1040,"Good","0"
"83557",84000,61,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","south atlantic",40,"Private","Educational and health services","Professional and related occupations",1570,"Good","1"
"117242",24000,66,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","west south central",10,"Private","Construction","Construction and extraction occupations",291,"Good","0"
"72892",4000,23,"White-AI","male","High school graduate - high school diploma or equivalent","Never married","No","south atlantic",40,"Private","Professional and business services","Service occupations",125,"Good","0"
"46582",38026,58,"White only","female","Some college but no degree","Widowed","No","west north central",40,"Private","Educational and health services","Service occupations",2618,"Good","0"
"48035",107000,35,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","west north central",45,"Private","Educational and health services","Management, business, and financial occupations",1180,"Good","1"
"27971",105000,48,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",40,"Private","Financial activities","Management, business, and financial occupations",1900,"Good","1"
"33172",46000,27,"White only","male","High school graduate - high school diploma or equivalent","Never married","Yes","east north central",40,"Private","Professional and business services","Office and administrative support occupations",2800,"Good","0"
"85708",50000,66,"Black only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","south atlantic",40,"Private","Other services","Service occupations",1195,"Good","0"
"32379",85000,30,"White only","male","Associate degree in college - academic program","Married - civilian spouse present","No","east north central",55,"Private","Transportation and utilities","Transportation and material moving occupations",2176,"Good","1"
"85070",150000,42,"White only","male","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","south atlantic",50,"Private","Professional and business services","Professional and related occupations",70,"Good","1"
